-25.0; -300.0; -25.0; -300.0; '14/07/2021'
-25.0; -300.0; -25.0; -300.0; '15/07/2021'
-25.0; -300.0; -25.0; -300.0; '16/07/2021'
-25.0; -300.0; -25.0; -300.0; '17/07/2021'
-25.0; -300.0; -25.0; -300.0; '18/07/2021'
-25.0; -300.0; -25.0; -300.0; '19/07/2021'
-25.0; -300.0; -25.0; -300.0; '20/07/2021'
-25.0; -300.0; -25.0; -300.0; '21/07/2021'
-25.0; -300.0; -25.0; -300.0; '21/07/2021'
