Nome: MINA AGUAS CLARAS
Codigo Estacao: 83605
Latitude: -19.93
Longitude: -43.93
Altitude: 1.06
Situacao: Desativada
Data Inicial: 1990-03-25
Data Final: 1992-12-30
Periodicidade da Medicao: Diaria

Data Medicao;INSOLACAO TOTAL, DIARIO(h);
1990-03-25;6.5;
1990-03-26;7.2;
1990-03-27;3.4;
1990-03-28;9.6;
1990-03-29;9.7;
1990-03-30;9.6;
1990-03-31;8.4;
1990-04-01;9.4;
1990-04-02;8.4;
1990-04-03;8.1;
1990-04-04;7.1;
1990-04-05;6.4;
1990-04-06;6.3;
1990-04-07;9.5;
1990-04-08;9.9;
1990-04-09;8.2;
1990-04-10;1.6;
1990-04-11;7;
1990-04-12;3.3;
1990-04-13;3.5;
1990-04-14;7.1;
1990-04-15;5.5;
1990-04-16;4.5;
1990-04-17;9.1;
1990-04-18;6.9;
1990-04-19;1.2;
1990-04-20;2.7;
1990-04-21;8.8;
1990-04-22;7.7;
1990-04-23;8.1;
1990-04-24;7.1;
1990-04-25;7.9;
1990-04-26;7.3;
1990-04-27;8.1;
1990-04-28;9.6;
1990-04-29;null;
1990-04-30;null;
1990-05-01;6.5;
1990-05-02;2;
1990-05-03;5.1;
1990-05-04;7.4;
1990-05-05;6.1;
1990-05-06;1.1;
1990-05-07;7.9;
1990-05-08;7.3;
1990-05-09;3.8;
1990-05-10;8.3;
1990-05-11;1.9;
1990-05-12;2.9;
1990-05-13;3.3;
1990-05-14;0;
1990-05-15;7.1;
1990-05-16;7.1;
1990-05-17;7.2;
1990-05-18;5.6;
1990-05-19;9.2;
1990-05-20;9.2;
1990-05-21;9.2;
1990-05-22;8.2;
1990-05-23;8.8;
1990-05-24;0;
1990-05-25;8.5;
1990-05-26;8.8;
1990-05-27;6.4;
1990-05-28;8.9;
1990-05-29;9.2;
1990-05-30;4.1;
1990-05-31;8.1;
1990-06-01;7.2;
1990-06-02;4.1;
1990-06-03;0;
1990-06-04;0;
1990-06-05;8.6;
1990-06-06;8.2;
1990-06-07;8.7;
1990-06-08;8.6;
1990-06-09;8.4;
1990-06-10;8.2;
1990-06-11;6.6;
1990-06-12;5.2;
1990-06-13;8.5;
1990-06-14;8.4;
1990-06-15;6.2;
1990-06-16;7.8;
1990-06-17;6.6;
1990-06-18;3.2;
1990-06-19;7;
1990-06-20;7.9;
1990-06-21;7.2;
1990-06-22;9.1;
1990-06-23;9.1;
1990-06-24;9;
1990-06-25;8.9;
1990-06-26;8.2;
1990-06-27;8;
1990-06-28;5.9;
1990-06-29;1.2;
1990-06-30;null;
1990-07-01;null;
1990-07-02;null;
1990-07-03;null;
1990-07-04;.2;
1990-07-05;7.2;
1990-07-06;1;
1990-07-07;6.2;
1990-07-08;9;
1990-07-09;9;
1990-07-10;null;
1990-07-11;null;
1990-07-12;1.1;
1990-07-13;3.3;
1990-07-14;5.9;
1990-07-15;8.9;
1990-07-16;9.2;
1990-07-17;8.4;
1990-07-18;8.8;
1990-07-19;9.3;
1990-07-20;8.4;
1990-07-21;8;
1990-07-22;5.7;
1990-07-23;7.1;
1990-07-24;9.1;
1990-07-25;9.2;
1990-07-26;9.3;
1990-07-27;9.1;
1990-07-28;5.8;
1990-07-29;1.1;
1990-07-30;5.4;
1990-07-31;4.4;
1990-08-01;3.7;
1990-08-02;7.4;
1990-08-03;6.9;
1990-08-04;9.5;
1990-08-05;9.4;
1990-08-06;0;
1990-08-07;9.4;
1990-08-08;1.1;
1990-08-09;5;
1990-08-10;.1;
1990-08-11;9.6;
1990-08-12;9.5;
1990-08-13;7;
1990-08-14;8.1;
1990-08-15;6.7;
1990-08-16;7.4;
1990-08-17;1.4;
1990-08-18;5.3;
1990-08-19;0;
1990-08-20;2.2;
1990-08-21;2.8;
1990-08-22;4.6;
1990-08-23;0;
1990-08-24;0;
1990-08-25;9.9;
1990-08-26;2.9;
1990-08-27;7.6;
1990-08-28;0;
1990-08-29;1.6;
1990-08-30;0;
1990-08-31;4.7;
1990-09-01;7.3;
1990-09-02;4.4;
1990-09-03;null;
1990-09-04;5.2;
1990-09-05;7.8;
1990-09-06;7.5;
1990-09-07;8.8;
1990-09-08;null;
1990-09-09;1.7;
1990-09-10;5.9;
1990-09-11;9.5;
1990-09-12;9.3;
1990-09-13;6.4;
1990-09-14;.9;
1990-09-15;.4;
1990-09-16;7.4;
1990-09-17;9.3;
1990-09-18;10.1;
1990-09-19;10.1;
1990-09-20;9.7;
1990-09-21;9.3;
1990-09-22;3.9;
1990-09-23;8;
1990-09-24;null;
1990-09-25;2.4;
1990-09-26;8.3;
1990-09-27;8.1;
1990-09-28;9;
1990-09-29;5.4;
1990-09-30;6.2;
1990-10-01;1.1;
1990-10-02;4.2;
1990-10-03;6.9;
