-25.0; 831.4; -25.0; 982.16; '07/11/2021'
-25.0; 312.12; -25.0; 845.28; '08/11/2021'
-25.0; 781.12; -25.0; 1114.33; '09/11/2021'
-25.0; 456.11; -25.0; 1048.18; '10/11/2021'
-25.0; 612.12; -25.0; 1080.56; '11/11/2021'
-25.0; 781.84; -25.0; 986.52; '12/11/2021'
-25.0; 432.95; -25.0; 1002.44; '13/11/2021'
-25.0; 781.53; -25.0; 1045.82; '14/11/2021'
